Date,Open,High,Low,Close,Adj Close,Volume
2009-09-30,228.759995,229.360001,225.770004,228.000000,228.000000,10606500
2009-10-01,228.000000,228.000000,222.339996,222.440002,222.440002,9403100
2009-10-02,222.440002,222.679993,220.449997,221.580002,221.580002,7982900
2009-10-05,221.589996,225.089996,221.589996,224.520004,224.520004,6330100
2009-10-06,224.529999,228.820007,224.529999,227.639999,227.639999,7422100
2009-10-07,227.639999,228.429993,226.720001,228.350006,228.350006,6095800
2009-10-08,228.429993,231.029999,228.429993,229.869995,229.869995,7414900
2009-10-09,229.869995,231.149994,229.350006,231.139999,231.139999,5875500
2009-10-12,231.139999,232.910004,231.139999,232.190002,232.190002,5797600
2009-10-13,232.190002,232.190002,230.139999,231.539993,231.539993,7020500
2009-10-14,231.539993,235.729996,231.539993,235.460007,235.460007,8410400
2009-10-15,235.460007,236.470001,234.309998,236.470001,236.470001,8456700
2009-10-16,236.470001,236.529999,233.440002,234.729996,234.729996,9033600
2009-10-19,234.729996,237.259995,234.429993,236.779999,236.779999,6280600
2009-10-20,236.759995,237.100006,234.350006,235.419998,235.419998,7445200
2009-10-21,235.419998,237.660004,233.289993,233.460007,233.460007,8663300
2009-10-22,233.440002,236.289993,232.009995,235.770004,235.770004,7907000
2009-10-23,235.770004,236.559998,232.130005,233.130005,233.130005,8478800
2009-10-26,233.130005,235.580002,229.979996,230.380005,230.380005,8661200
2009-10-27,230.389999,231.649994,229.160004,229.910004,229.910004,7979800
2009-10-28,229.910004,229.910004,225.710007,225.830002,225.830002,9179800
2009-10-29,225.860001,230.779999,225.860001,230.630005,230.630005,8249000
2009-10-30,230.639999,230.639999,223.690002,224.339996,224.339996,9821200
2009-11-02,224.339996,227.740005,222.970001,225.830002,225.830002,8646100
2009-11-03,225.820007,226.389999,223.789993,226.179993,226.179993,8024800
2009-11-04,226.179993,229.660004,226.179993,226.630005,226.630005,7572200
2009-11-05,226.639999,230.869995,226.639999,230.839996,230.839996,7483000
2009-11-06,230.839996,231.919998,229.320007,231.490005,231.490005,6298900
2009-11-09,231.490005,236.490005,231.490005,236.460007,236.460007,7478100
2009-11-10,236.460007,237.250000,235.339996,236.529999,236.529999,6261300
2009-11-11,236.539993,239.059998,236.529999,237.649994,237.649994,5926900
2009-11-12,237.649994,238.520004,234.820007,235.380005,235.380005,6127400
2009-11-13,235.380005,237.580002,234.910004,236.639999,236.639999,5667400
2009-11-16,236.639999,240.820007,236.639999,239.899994,239.899994,7028600
2009-11-17,239.880005,240.399994,238.570007,240.380005,240.380005,5543800
2009-11-18,240.369995,240.589996,238.809998,240.389999,240.389999,5960900
2009-11-19,240.399994,240.399994,235.970001,237.360001,237.360001,6781800
2009-11-20,237.360001,237.360001,235.690002,236.630005,236.630005,7500100
2009-11-23,236.630005,241.080002,236.630005,239.860001,239.860001,5795400
2009-11-24,239.860001,240.229996,238.050003,239.770004,239.770004,5649600
2009-11-25,239.779999,240.839996,239.550003,240.729996,240.729996,4442600
2009-11-27,240.720001,240.720001,235.050003,236.770004,236.770004,4103700
2009-11-30,236.770004,238.080002,235.750000,237.679993,237.679993,7192200
2009-12-01,237.679993,241.210007,237.669998,240.470001,240.470001,6549400
2009-12-02,240.470001,241.750000,239.539993,240.360001,240.360001,5589100
2009-12-03,240.360001,242.020004,238.160004,238.440002,238.440002,7061700
2009-12-04,238.440002,242.330002,237.500000,239.419998,239.419998,10006800
2009-12-07,239.419998,240.399994,238.279999,238.770004,238.770004,6322000
2009-12-08,238.770004,238.770004,235.660004,236.250000,236.250000,7294500
2009-12-09,236.240005,237.460007,235.029999,237.240005,237.240005,6646300
2009-12-10,237.240005,239.460007,237.240005,238.630005,238.630005,6587600
2009-12-11,238.630005,239.910004,238.339996,239.330002,239.330002,5854200
2009-12-14,239.339996,240.899994,239.339996,240.679993,240.679993,6516700
2009-12-15,240.679993,240.679993,238.830002,239.399994,239.399994,7450900
2009-12-16,239.399994,241.029999,239.220001,239.479996,239.479996,7757500
2009-12-17,239.479996,239.479996,236.610001,236.660004,236.660004,13115600
2009-12-18,236.660004,238.330002,236.330002,238.089996,238.089996,18495800
2009-12-21,238.089996,241.320007,238.089996,240.419998,240.419998,6222400
2009-12-22,240.419998,241.720001,240.419998,241.119995,241.119995,5185600
2009-12-23,241.130005,241.869995,240.690002,241.580002,241.580002,4448000
2009-12-24,241.589996,242.789993,241.559998,242.789993,242.789993,1880500
2009-12-28,242.789993,243.639999,242.270004,243.199997,243.199997,4096800
2009-12-29,243.199997,243.779999,242.820007,242.880005,242.880005,3411500
2009-12-30,242.880005,242.940002,242.000000,242.940002,242.940002,3680400
2009-12-31,242.940002,243.199997,240.470001,240.539993,240.539993,3990100
2010-01-04,240.550003,244.610001,240.550003,244.429993,244.429993,5904800
2010-01-05,244.440002,245.139999,243.690002,245.089996,245.089996,7002500
2010-01-06,245.089996,245.589996,244.419998,245.130005,245.130005,6589000
2010-01-07,245.089996,246.149994,243.860001,245.990005,245.990005,7318500
2010-01-08,245.979996,246.789993,244.809998,246.699997,246.699997,6288500
2010-01-11,246.740005,247.750000,246.070007,247.110001,247.110001,5889500
2010-01-12,247.110001,247.110001,244.000000,244.940002,244.940002,6924600
2010-01-13,244.940002,247.520004,244.339996,246.850006,246.850006,6066700
2010-01-14,246.850006,247.940002,246.490005,247.490005,247.490005,5983500
2010-01-15,247.490005,247.729996,243.940002,244.949997,244.949997,10361400
2010-01-19,244.949997,248.059998,244.820007,247.979996,247.979996,6734500
2010-01-20,247.979996,247.979996,243.529999,245.389999,245.389999,6896800
2010-01-21,245.410004,246.050003,240.279999,240.710007,240.710007,9877100
2010-01-22,240.710007,240.710007,235.050003,235.419998,235.419998,9789600
2010-01-25,235.419998,237.910004,235.419998,236.509995,236.509995,6878100
2010-01-26,236.500000,238.050003,235.000000,235.570007,235.570007,7525100
2010-01-27,235.570007,237.199997,233.600006,236.710007,236.710007,8667600
2010-01-28,236.699997,237.279999,232.559998,233.850006,233.850006,8218600
2010-01-29,233.850006,236.419998,231.100006,231.660004,231.660004,11248800
2010-02-01,231.660004,234.830002,231.660004,234.759995,234.759995,6515900
2010-02-02,234.770004,238.009995,234.470001,237.690002,237.690002,7532400
2010-02-03,237.679993,237.699997,235.720001,236.479996,236.479996,7018200
2010-02-04,236.479996,236.479996,229.210007,229.289993,229.289993,9609100
2010-02-05,229.279999,230.160004,225.320007,229.889999,229.889999,9820100
2010-02-08,229.899994,230.839996,227.699997,227.800003,227.800003,6777400
2010-02-09,227.800003,232.639999,227.800003,230.690002,230.690002,7580800
2010-02-10,230.690002,231.389999,228.369995,230.169998,230.169998,6306400
2010-02-11,230.169998,232.710007,228.570007,232.320007,232.320007,6655900
2010-02-12,232.309998,232.309998,228.929993,231.559998,231.559998,8645300
2010-02-16,231.589996,235.789993,231.589996,235.589996,235.589996,6988600
2010-02-17,235.589996,236.910004,235.589996,236.589996,236.589996,6474200
2010-02-18,236.580002,238.479996,236.190002,238.130005,238.130005,5889400
2010-02-19,238.130005,239.190002,236.750000,238.460007,238.460007,7762100
2010-02-22,238.460007,239.119995,237.570007,238.089996,238.089996,5830500
2010-02-23,238.089996,238.240005,234.770004,235.289993,235.289993,6352300
2010-02-24,235.300003,237.779999,235.300003,237.479996,237.479996,6093300
2010-02-25,237.470001,237.470001,233.380005,236.869995,236.869995,7146600
2010-02-26,236.869995,237.789993,235.759995,237.130005,237.130005,7265300
2010-03-01,237.130005,239.350006,237.130005,239.220001,239.220001,5679000
2010-03-02,239.220001,240.860001,239.190002,239.750000,239.750000,6700900
2010-03-03,239.750000,241.270004,239.320007,239.789993,239.789993,5566900
2010-03-04,239.789993,240.860001,239.320007,240.660004,240.660004,5664400
2010-03-05,240.660004,244.029999,240.660004,243.889999,243.889999,6078100
2010-03-08,243.880005,244.369995,243.490005,243.839996,243.839996,5488700
2010-03-09,243.839996,245.470001,243.139999,244.330002,244.330002,7270100
2010-03-10,244.330002,245.940002,244.179993,245.320007,245.320007,7430900
2010-03-11,245.309998,246.300003,243.979996,246.300003,246.300003,6181000
2010-03-12,246.300003,246.949997,245.600006,246.199997,246.199997,6641000
2010-03-15,246.199997,246.509995,244.470001,246.399994,246.399994,5916800
2010-03-16,246.410004,248.369995,246.360001,248.169998,248.169998,6691900
2010-03-17,248.179993,250.320007,248.179993,249.500000,249.500000,6210200
2010-03-18,249.500000,249.860001,248.479996,249.539993,249.539993,5616100
2010-03-19,249.539993,250.259995,247.350006,248.410004,248.410004,13198600
2010-03-22,248.410004,249.990005,246.880005,249.500000,249.500000,5897700
2010-03-23,249.509995,251.440002,249.130005,251.300003,251.300003,6326500
2010-03-24,251.300003,251.300003,249.610001,249.940002,249.940002,6405100
2010-03-25,249.960007,252.779999,249.490005,249.630005,249.630005,7815300
2010-03-26,249.630005,251.339996,248.710007,249.809998,249.809998,6183000
2010-03-29,249.809998,251.529999,249.809998,251.149994,251.149994,5754100
2010-03-30,251.160004,252.139999,250.300003,251.169998,251.169998,5718400
2010-03-31,251.169998,251.470001,249.580002,250.410004,250.410004,6989400
2010-04-01,250.419998,252.899994,250.419998,252.160004,252.160004,5530200
2010-04-05,252.160004,254.050003,252.160004,253.910004,253.910004,5059200
2010-04-06,253.910004,254.789993,252.949997,254.240005,254.240005,5241300
2010-04-07,254.240005,254.300003,251.720001,252.800003,252.800003,6716400
2010-04-08,252.789993,254.179993,251.339996,253.699997,253.699997,6155000
2010-04-09,253.699997,255.460007,253.699997,255.360001,255.360001,5474800
2010-04-12,255.360001,256.359985,255.339996,255.789993,255.789993,5094500
2010-04-13,255.789993,256.320007,254.149994,255.919998,255.919998,6108900
2010-04-14,255.910004,258.679993,255.910004,258.679993,258.679993,7667400
2010-04-15,258.679993,259.380005,258.250000,258.920013,258.920013,7629000
2010-04-16,258.920013,258.920013,253.729996,254.850006,254.850006,12168000
2010-04-19,254.839996,256.269989,253.279999,256.170013,256.170013,7935900
2010-04-20,256.179993,258.489990,256.179993,258.049988,258.049988,6960500
2010-04-21,258.049988,258.760010,256.040009,257.510010,257.510010,7585000
2010-04-22,257.510010,257.980011,254.070007,257.619995,257.619995,8171800
2010-04-23,257.619995,259.339996,256.829987,259.329987,259.329987,7592000
2010-04-26,259.329987,259.720001,257.929993,258.149994,258.149994,7536600
2010-04-27,258.140015,258.140015,251.949997,252.440002,252.440002,10139200
2010-04-28,252.440002,254.860001,252.000000,254.080002,254.080002,9241300
2010-04-29,254.059998,257.730011,254.059998,257.119995,257.119995,7613800
2010-04-30,257.140015,257.429993,252.940002,253.039993,253.039993,9306600
2010-05-03,253.039993,256.799988,253.039993,256.119995,256.119995,6369800
2010-05-04,256.119995,256.119995,248.990005,250.220001,250.220001,9031600
2010-05-05,250.220001,250.589996,247.050003,248.619995,248.619995,8575000
2010-05-06,248.610001,248.899994,226.960007,240.589996,240.589996,15521000
2010-05-07,240.589996,242.119995,233.529999,237.149994,237.149994,14476200
2010-05-10,237.160004,248.190002,237.160004,246.960007,246.960007,11187700
2010-05-11,246.949997,249.250000,244.490005,246.190002,246.190002,8283700
2010-05-12,246.199997,249.710007,246.199997,249.410004,249.410004,7367700
2010-05-13,249.410004,249.770004,246.119995,246.419998,246.419998,6870100
2010-05-14,246.410004,246.410004,239.899994,241.929993,241.929993,9128700
2010-05-17,241.929993,243.119995,237.580002,242.089996,242.089996,8171100
2010-05-18,242.100006,244.470001,237.970001,238.800003,238.800003,8892200
2010-05-19,238.800003,239.429993,234.679993,237.630005,237.630005,9440500
2010-05-20,237.619995,237.619995,228.520004,228.539993,228.539993,12329500
2010-05-21,228.520004,232.240005,225.149994,231.740005,231.740005,14946700
2010-05-24,231.740005,232.199997,228.559998,228.779999,228.779999,7856800
2010-05-25,228.770004,228.949997,221.910004,228.740005,228.740005,10909500
2010-05-26,228.750000,232.100006,226.669998,227.250000,227.250000,11172000
2010-05-27,227.279999,234.539993,227.279999,234.399994,234.399994,8607800
2010-05-28,234.399994,234.500000,230.580002,231.559998,231.559998,8724500
2010-06-01,231.550003,232.759995,227.610001,227.839996,227.839996,8224800
2010-06-02,227.839996,233.570007,227.830002,233.479996,233.479996,7682300
2010-06-03,233.479996,235.020004,232.089996,234.410004,234.410004,7098700
2010-06-04,234.410004,234.410004,225.750000,226.699997,226.699997,9841600
2010-06-07,226.699997,228.050003,223.720001,223.880005,223.880005,8641100
2010-06-08,223.880005,226.529999,222.179993,226.220001,226.220001,9871100
2010-06-09,226.220001,229.259995,223.850006,224.630005,224.630005,10648900
2010-06-10,224.649994,231.259995,224.649994,231.000000,231.000000,8127200
2010-06-11,230.990005,232.119995,229.029999,231.960007,231.960007,6362300
2010-06-14,231.990005,234.789993,231.250000,231.360001,231.360001,6326800
2010-06-15,231.360001,236.759995,231.360001,236.690002,236.690002,7095200
2010-06-16,236.690002,237.449997,235.059998,236.630005,236.630005,6103100
2010-06-17,236.630005,237.320007,234.800003,236.990005,236.990005,6822200
